chain,contract,label,token,date,quantity
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-03,1890.0176804551652
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-04,1893.42910326986
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-05,1910.8134471480719
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-06,1895.4854852109224
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-07,1903.6435636303133
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-08,1911.319910964042
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-09,1913.1246734640765
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-10,1910.5526418687268
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-11,1907.9232214258493
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-12,1923.8280354647002
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-13,1894.6112133713912
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-14,1958.5392993120815
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-15,1968.6058006159178
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-16,1973.8426257325134
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-17,1965.083598064359
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-18,1980.3025295206103
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-19,1984.443380223538
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-20,2001.0300955066657
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-21,1987.8805437315111
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-22,2001.3012083872181
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-23,2052.053822157966
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-24,2046.0215707421346
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-25,2052.7638439284046
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-26,2045.2995869054698
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-27,2039.9006889827444
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-28,2045.6159996253493
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-29,2030.520259453979
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-30,2059.4938546769276
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-01-31,2077.247693554384
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-01,2151.392700547991
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-02,2168.344429177777
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-03,2170.276647849603
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-04,2157.3053914303605
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-05,2194.3770906562877
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-06,2206.085514871065
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-07,2197.658246457607
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-08,2233.9589694848623
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-09,2219.170432245745
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-10,2242.4005560403084
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-11,2244.3032483619286
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-12,2236.701709934203
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-13,2232.108196070985
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-14,2280.849874318153
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-15,2307.1210760788313
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-16,2298.2170184939564
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-17,2218.6188693297563
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-18,2311.5535396079777
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-19,2432.406797857734
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-20,2446.5801706441025
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-21,2505.2118681561983
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-22,2512.1595604499316
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-23,2498.688438940629
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-24,2495.9068551125956
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-25,2489.833360824461
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-26,2504.9161943222716
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-27,2525.671454615071
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-02-28,2500.700602302571
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-01,2513.4355933409156
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-02,2527.5180260720135
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-03,2542.8302004408783
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-04,2552.164921464926
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-05,2576.834565564281
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-06,2576.864984433748
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-07,2613.8992744301872
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-08,2560.0446636383986
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-09,3112.505376992907
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-10,2630.871134344089
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-11,4396.013424395243
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-12,3886.301299213107
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-13,3903.6317829761138
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-14,3900.9899833482
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-15,3899.6278838846624
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-16,3863.66186791605
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-17,3861.463128501602
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-18,3878.4341080815084
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-19,3896.610098819773
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-20,3903.7075351363283
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-21,3901.5182846326925
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-22,2666.353963655827
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-23,2664.319903860659
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-24,2669.239322055451
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-25,2668.1518343272887
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-26,2684.336829731661
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-27,2673.9704026905456
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-28,2671.85496764069
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-29,2672.1812825108377
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-30,2659.666495018843
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-03-31,2649.078418343261
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-01,2643.9268578176093
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-02,2649.9737043042146
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-03,2650.0677499877675
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-04,2650.8346223006524
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-05,2658.8088462279584
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-06,2664.4550121110897
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-07,2652.750586718766
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-08,2667.556392208442
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-09,2687.5290688069203
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-10,2682.4180097949998
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,DCA,2026-04-11,2680.137886751525
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-16,0.00025265
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-17,0.00025265
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-18,0.00376924
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-19,0.00376924
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-20,0.00439814
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-21,0.00420618
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-22,0.00382197
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-23,0.00381585
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-24,0.00455283
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-25,0.00457638
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-26,0.00453314
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-27,0.00455688
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-28,0.00454531
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-29,0.0045323
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-11-30,0.00451912
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-01,0.00447255
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-02,0.00449123
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-03,0.0045426
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-04,0.00456061
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-05,0.00450958
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-06,0.0045605
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-07,0.00454368
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-08,0.00455998
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-09,0.00464613
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-10,0.00462631
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-11,0.00457041
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-12,0.00454366
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-13,0.00458791
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-14,0.00455384
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-15,0.00605742
OP Mainnet,0x4dca8e9159ff294dd7a384ce446721719b491d5075b3bee9c57f6899043562c9,WBTC/DCA,WBTC,2025-12-16,0.0060467
