pool,token,symbol,decimals,local_date,net_raw,transfers
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-23,-8162663133,1134
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-24,6789728381,140
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-25,-15365555285,868
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-26,2909933628,1245
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-27,4743730339,2118
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-28,-6707119366,2020
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-29,8982452782,1203
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-30,7044331634,1060
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-01-31,-7698423395,573
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-01,1893565535,1052
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-02,-8962193092,925
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-03,3813294959,816
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-04,2896134511,808
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-05,1182746034,1364
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-06,2233381215,1159
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-07,162733755,653
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-08,-5976816832,710
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-09,-538099844,1293
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-10,-3810839860,799
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-11,8949659511,1063
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-12,-80784295,857
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-13,-2644456190,538
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-14,1837917299,364
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-15,-3031852914,493
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-16,9543435401,557
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-17,-2994098208,654
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-18,15999189237,663
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-19,-1289514605,627
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-20,-10193523503,742
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-21,1006184322,152
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-22,-5098857915,383
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-23,7791707415,743
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-24,-7742537046,599
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-25,-1119845407,900
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-26,5688562575,911
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-27,658556285,905
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-02-28,-2225055388,1295
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-01,17231845147,1108
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-02,15193964657,1641
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-03,39135676988,2369
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-04,-113626550,1805
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-05,-3750613929,1714
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-06,-6910292708,1339
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-07,10947855158,245
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-08,19929461331,1127
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-09,-8657041954,2285
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-10,-25827603457,1727
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-11,126541900338,1700
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-12,7972453786,1286
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-13,43531714245,1416
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-14,-61050086747,318
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-15,-16750848661,952
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-16,-19358921920,1439
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-17,-30842900287,997
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-18,34769727165,1650
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-19,-49190131636,1911
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-20,-11092871209,1253
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-21,9171862890,299
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-22,32547538693,858
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-23,-48683316249,2579
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-24,-5815823667,1469
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-25,30754959752,1108
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-26,30068811123,1154
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-27,-5533979932,910
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-28,-2053124635,459
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-29,-5291796513,719
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-30,2221430548,1294
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-03-31,-50489718618,1899
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-01,65246394227,2220
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-02,48581512504,1197
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-03,-41571856028,397
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-04,1459349714,179
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-05,-25735309536,850
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-06,1667905889,1182
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-07,-105538666995,1842
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-08,35114545103,1272
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-09,-30738943697,1142
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-10,20026885350,762
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-11,-15594929440,676
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-12,-3625470810,714
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-13,-23103775165,1149
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-14,4476652485,926
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-15,994578772,986
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-16,13772797859,1097
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-17,20914073963,1315
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-18,-13184107146,487
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-19,-9625110153,893
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-20,-12245676453,1252
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-21,10343915447,1565
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-22,40956384369,1111
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-23,-8374435756,1167
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-24,-5716464394,687
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-25,-8258319335,196
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-26,-17025197164,621
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-27,8826556525,715
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-28,4458275134,856
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-29,26088354224,1312
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-04-30,-36515562854,1127
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-01,24030999492,805
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-02,-29280652173,236
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-03,-5264375065,685
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-04,17814311915,1234
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-05,-21415727637,807
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-06,-4193591784,938
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-07,18056788579,842
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-08,4550116597,742
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-09,23793524168,251
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-10,-27447106462,612
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-11,-6286302248,752
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-12,1126140185,698
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-13,-916957103,654
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-14,30061502122,1012
0x1ca42c7219f0cb1b67927e26502320cb98f725bd,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,2026-05-15,31664953325,933
