blockchain,pool,token,symbol,decimals,local_date,net_raw,transfers
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-03,-89777342323790241,320
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-04,8929316107268658,284
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-05,68427227451489173,302
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-06,34112118976682997,217
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-07,29262399397231941,64
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-08,-48388020727346471,166
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-09,5018471377094906,757
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-10,8529077524114307,583
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-11,19423550529097448,138
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-12,14715198106361849,136
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-13,28930638056439485,196
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-14,35480243732875140,155
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-15,-2449252855153131,43
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-16,31061908058777017,33
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-17,56468909549211886,65
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-18,-3807504967439773,98
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-19,-17742002067679621,113
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-20,-27715383354814155,353
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-21,55390931585663183,386
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-22,45820831548858884,139
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-23,-90547170455132648,138
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-24,30447739730455411,303
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-25,40790422086748836,163
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-26,28176174533690383,190
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-27,65635037355163121,298
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-28,-35862421379293165,60
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-29,-18104924015454402,454
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-30,2589517933066977,430
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-05-31,44840254968833165,224
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-01,-92066506866452955,160
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-02,151187386734674761,125
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-03,58728731256420854,258
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-04,135159472631032736,697
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-05,152233547145398083,461
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-06,-50679436415049682,709
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-07,-54714152082032998,171
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-08,-66058249551988056,206
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-09,65679606877474860,447
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-10,9975971486286761,405
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-11,-10454569237710244,302
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-12,28629606879455253,501
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-13,-31317803660845270,348
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-14,-66929431212895640,215
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-15,-16000532053703298,239
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-16,-72938567850921708,767
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-17,82001751761380962,716
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-18,32409659930025640,474
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-19,-78093359466606486,728
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-20,10191843070631922,347
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-21,-3895391462569436,444
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-22,55308279874624430,175
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-23,68401732916620178,616
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-24,-35116116844190321,439
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-25,155699078365211563,843
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-26,-71787865122774112,373
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-27,61915508587075836,447
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-28,-61252551757863567,510
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-29,2279092982542111,786
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-06-30,-38805838775133896,768
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-01,-41419779659899395,452
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-02,-130666755980754345,149
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-03,-36335415481470785,854
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-04,21575823929706579,173
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-05,725572805246278,493
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-06,15778864225128191,470
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-07,11082237928175460,407
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-08,-31795552441263315,446
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-09,-10901911883938657,473
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-10,-38098967761494321,84
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-11,-25853530019910484,221
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-12,67948213471590803,599
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-13,-50826647158772341,471
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-14,-103647748563753350,1138
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-15,-60948997712480543,59
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-16,137010906199095536,367
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-17,-51666891779218661,373
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-18,-8601387726186551,263
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-19,44168329539839011,569
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-20,-108276324680330786,308
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-21,10637045336463151,238
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-22,24373317603277324,431
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-23,66312643016665799,686
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-24,992200785269746,180
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-25,-75504422187793412,64
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-26,-84003220374062572,106
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-27,119527302344698460,177
optimism,0x4456d13fc6736e8e8330394c0c622103e06ea419,0x4200000000000000000000000000000000000006,WETH,18,2026-07-28,-80561361695189706,592
