blockchain,pool,token,symbol,decimals,local_date,net_raw,transfers
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-25,28358019828,188
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-26,-15579583570,572
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-27,-10527527507,261
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-28,1499729687,66
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-29,547539383,100
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-30,990344062,74
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-03-31,2342302537,178
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-01,-2543583122,612
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-02,-17251634025,220
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-03,1209820321,100
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-04,-127037019,20
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-05,-31232779,117
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-06,973104622,85
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-07,3402794796,166
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-08,818413285,83
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-09,-4458009150,282
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-10,-28382525023,316
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-11,6815062170,1210
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-12,3316992266,872
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-13,7951969908,984
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-14,-2742910278,484
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-15,355860256,299
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-16,22291634994,231
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-17,-3198345736,123
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-18,-6128475759,75
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-19,-10093220916,253
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-20,13194390398,188
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-21,1193954638,259
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-22,9754406818,217
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-23,-4801983976,83
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-24,15998869887,63
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-25,34678246903,48
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-26,-42219455934,141
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-27,-11644982269,216
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-28,6000100626,58
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-29,-17563542141,446
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-04-30,3899513052,93
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-01,863994074,180
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-02,1453353382,76
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-03,783757158,131
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-04,17894688613,286
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-05,-23358722210,749
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-06,15163799440,226
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-07,11947325062,537
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-08,-13764315435,487
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-09,3921392917,41
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-10,-2804082291,207
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-11,12471933323,143
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-12,-13420035243,596
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-13,-1039839922,832
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-14,-19033782,1491
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-15,-26182242883,890
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-16,14153981351,427
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-17,11178772556,397
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-18,5735559268,376
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-19,-16805729081,522
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-20,45885245,103
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-21,5080857194,233
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-22,-15354739497,262
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-23,20020593190,1213
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-24,3098632040,635
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-25,-3758770962,294
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-26,5718706082,288
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-27,-39894988876,1272
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-28,51358953276,1987
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-29,9088207655,530
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-30,-109163645,1161
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-05-31,-2470601312,1606
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-01,-98808834,893
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-02,-13469058395,1328
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-03,15806717784,1213
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-04,-17885658812,1752
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-05,14736997608,832
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-06,3488005560,568
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-07,62508858,2387
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-08,17270597,3142
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-09,-2937034498,1946
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-10,2916670136,2029
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-11,-25449293754,1336
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-12,16416419189,78
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-13,6142396009,311
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-14,-2449609885,99
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-15,-8226270179,372
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-16,-4101144727,134
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-17,-14141459745,129
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-18,-3760139919,560
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-19,27815856,111
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-20,1656495003,61
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-21,-1166661123,154
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-22,3320378232,159
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-23,-1025669050,268
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-24,9281730620,1178
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-25,-10306491570,759
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-26,-3810318588,480
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-27,8697927462,165
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-28,351564355,128
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-29,-54620252,163
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-06-30,2188538083,140
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-01,2379920784,336
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-02,412484605,1694
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-03,17659984124,687
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-04,-4015126533,281
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-05,1459648252,393
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-06,1762110768,619
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-07,-150062923,400
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-08,-4672183921,488
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-09,2855797223,312
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-10,678613218,413
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-11,-1304700026,332
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-12,-87476583,296
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-13,-4550328172,247
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-14,1479600489,197
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-15,-321582660,359
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-16,-1063134886,219
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-17,-5770451710,205
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-18,2881145017,276
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-19,18193818,99
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-20,279340843,168
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-21,-107509375,300
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-22,1671092048,232
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-23,-456923172,271
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-24,-231425398,151
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-25,-5275150094,114
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-26,528634617,110
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-27,-950712624,222
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-28,-23651826996,1511
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-29,17125613186,2120
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-30,-7264928630,370
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-07-31,31610917500,206
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-08-01,-2248783268,264
optimism,0x2fa71491f8070fa644d97b4782db5734854c0f6f,0x0b2c639c533813f4aa9d7837caf62653d097ff85,USDC,6,2026-08-02,631411402,118
