pool,token,symbol,decimals,local_date,net_raw,transfers
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-13,203412368,16
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-14,1160003094,30
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-15,-625813710,34
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-16,-254749799,37
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-17,490827643,8
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-18,-340900436,64
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-19,977305677,37
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-20,-513806851,51
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-21,-513291071,54
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-22,328742849,11
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-23,7215211,6
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-24,-1075061918,31
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-25,-92211201,25
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-26,245212383,21
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-27,1174491216,31
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-28,-677428182,22
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-29,-377966190,18
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-30,-109672501,3
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-05-31,128710740,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-01,507990674,18
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-02,159029161,46
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-03,500557615,50
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-04,-132986285,8
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-05,900642540,18
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-06,546665418,28
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-07,-2255322240,6
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-08,-106525333,13
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-09,675018109,5
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-10,103991678,61
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-11,-113821441,24
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-12,-796001379,24
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-13,-1417556748,9
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-14,-22832361,5
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-15,1567277,3
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-16,10369814,5
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-17,305022431,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-18,-278071023,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-19,223300419,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-20,10590118,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-21,-5953394,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-22,666567574,26
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-23,298143784,17
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-24,-61459723,43
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-25,-1091150014,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-27,8714048,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-28,985383,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-29,-1024882,4
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-06-30,-8122616,3
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-01,-2314605,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-02,-8772533,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-03,-101236985,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-04,-16415,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-05,-3879,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-14,-540,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-15,-63277,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-16,-146881,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-17,18349,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x449b3317a6d1efb1bc3ba0700c9eaa4ffff4ae65,AUDD,6,2026-07-24,-16031,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-03-30,5821520,2
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-03-31,87695,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-01,-57578,8
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-02,891764390,34
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-03,-176939571,22
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-04,68713884,32
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-05,792775501,70
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-06,-21440434,49
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-07,2270144687,66
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-08,-1154784756,76
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-09,359629523,21
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-10,133296,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-11,-1142022184,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-12,-1743159635,23
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-13,1083273185,30
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-14,360603505,67
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-15,383292534,24
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-16,-180458387,14
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-17,10641349,32
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-18,91376202,4
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-19,-202263159,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-20,240099540,12
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-21,-151967108,28
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-22,21841776,10
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-23,31229838,30
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-24,1330343082,15
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-25,233937172,6
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-26,-672506278,24
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-27,-162458045,24
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-28,-267784339,30
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-29,-648777553,21
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-04-30,1292131366,38
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-05-01,-329261884,46
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-05-02,-11325038,1
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-05-03,193630360,7
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-05-04,-865177190,40
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-05-05,-769290919,42
0x02a4a0db44682be4d5c4c7809c0c96c4f0464d9b565d9fcdf536b23738277d9f,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,2026-05-06,233049886,31
